Year,City,Sport,Discipline,NOC,Event,Event gender,Medal,New_test_column
1924,Chamonix,Skating,Figure skating,AUT,individual,M,Silver,01/01/2026
1924,Chamonix,Skating,Figure skating,AUT,individual,W,Gold,01/02/2026
1924,Chamonix,Skating,Figure skating,AUT,pairs,X,Gold,01/03/2026
1924,Chamonix,Bobsleigh,Bobsleigh,BEL,four-man,M,Bronze,01/04/2026
1924,Chamonix,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Gold,01/05/2026
1924,Chamonix,Biathlon,Biathlon,FIN,military patrol,M,Silver,01/06/2026
1924,Chamonix,Skating,Figure skating,FIN,pairs,X,Silver,01/07/2026
1924,Chamonix,Skating,Speed skating,FIN,10000m,M,Gold,01/08/2026
1924,Chamonix,Skating,Speed skating,FIN,10000m,M,Silver,01/09/2026
1924,Chamonix,Skating,Speed skating,FIN,1500m,M,Gold,01/10/2026
1924,Chamonix,Skating,Speed skating,FIN,5000m,M,Gold,01/11/2026
1924,Chamonix,Skating,Speed skating,FIN,5000m,M,Silver,01/12/2026
1924,Chamonix,Skating,Speed skating,FIN,500m,M,Bronze,01/01/2027
1924,Chamonix,Skating,Speed skating,FIN,combined (4 events),M,Bronze,01/02/2027
1924,Chamonix,Skating,Speed skating,FIN,combined (4 events),M,Gold,01/03/2027
1924,Chamonix,Skiing,Cross Country S,FIN,18km,M,Bronze,01/04/2027
1924,Chamonix,Biathlon,Biathlon,FRA,military patrol,M,Bronze,01/05/2027
1924,Chamonix,Curling,Curling,FRA,curling,M,Bronze,01/06/2027
1924,Chamonix,Skating,Figure skating,FRA,pairs,X,Bronze,01/07/2027
1924,Chamonix,Bobsleigh,Bobsleigh,GBR,four-man,M,Silver,01/08/2027
1924,Chamonix,Curling,Curling,GBR,curling,M,Gold,01/09/2027
1924,Chamonix,Ice Hockey,Ice Hockey,GBR,ice hockey,M,Bronze,01/10/2027
1924,Chamonix,Skating,Figure skating,GBR,individual,W,Bronze,01/11/2027
1924,Chamonix,Skating,Speed skating,NOR,10000m,M,Bronze,01/12/2027
1924,Chamonix,Skating,Speed skating,NOR,1500m,M,Bronze,01/01/2028
1924,Chamonix,Skating,Speed skating,NOR,1500m,M,Silver,01/02/2028
1924,Chamonix,Skating,Speed skating,NOR,5000m,M,Bronze,01/03/2028
1924,Chamonix,Skating,Speed skating,NOR,500m,M,Bronze,01/04/2028
1924,Chamonix,Skating,Speed skating,NOR,500m,M,Silver,01/05/2028
1924,Chamonix,Skating,Speed skating,NOR,combined (4 events),M,Silver,01/06/2028
1924,Chamonix,Skiing,Cross Country S,NOR,18km,M,Gold,01/07/2028
1924,Chamonix,Skiing,Cross Country S,NOR,18km,M,Silver,01/08/2028
1924,Chamonix,Skiing,Cross Country S,NOR,50km,M,Bronze,01/09/2028
1924,Chamonix,Skiing,Cross Country S,NOR,50km,M,Gold,01/10/2028
1924,Chamonix,Skiing,Cross Country S,NOR,50km,M,Silver,01/11/2028
1924,Chamonix,Skiing,Nordic Combined,NOR,individual,M,Bronze,01/12/2028
1924,Chamonix,Skiing,Nordic Combined,NOR,individual,M,Gold,01/01/2029
1924,Chamonix,Skiing,Nordic Combined,NOR,individual,M,Silver,01/02/2029
1924,Chamonix,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Gold,01/03/2029
1924,Chamonix,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Silver,01/04/2029
1924,Chamonix,Biathlon,Biathlon,SUI,military patrol,M,Gold,01/05/2029
1924,Chamonix,Bobsleigh,Bobsleigh,SUI,four-man,M,Gold,01/06/2029
1924,Chamonix,Skating,Figure skating,SUI,individual,M,Bronze,01/07/2029
1924,Chamonix,Curling,Curling,SWE,curling,M,Silver,01/08/2029
1924,Chamonix,Skating,Figure skating,SWE,individual,M,Gold,01/09/2029
1924,Chamonix,Ice Hockey,Ice Hockey,USA,ice hockey,M,Silver,01/10/2029
1924,Chamonix,Skating,Figure skating,USA,individual,W,Silver,01/11/2029
1924,Chamonix,Skating,Speed skating,USA,500m,M,Gold,01/12/2029
1924,Chamonix,Skiing,Ski Jumping,USA,K90 individual (70m),M,Bronze,01/01/2030
1928,St. Moritz,Skating,Figure skating,AUT,individual,M,Silver,01/02/2030
1928,St. Moritz,Skating,Figure skating,AUT,individual,W,Silver,01/03/2030
1928,St. Moritz,Skating,Figure skating,AUT,pairs,X,Bronze,01/04/2030
1928,St. Moritz,Skating,Figure skating,AUT,pairs,X,Silver,01/05/2030
1928,St. Moritz,Skating,Figure skating,BEL,individual,M,Bronze,01/06/2030
1928,St. Moritz,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Gold,01/07/2030
1928,St. Moritz,Skating,Speed skating,FIN,1500m,M,Gold,01/08/2030
1928,St. Moritz,Skating,Speed skating,FIN,5000m,M,Silver,01/09/2030
1928,St. Moritz,Skating,Speed skating,FIN,500m,M,Bronze,01/10/2030
1928,St. Moritz,Skating,Speed skating,FIN,500m,M,Gold,01/11/2030
1928,St. Moritz,Skating,Figure skating,FRA,pairs,X,Gold,01/12/2030
1928,St. Moritz,Bobsleigh,Skeleton,GBR,individual,M,Bronze,01/01/2031
1928,St. Moritz,Bobsleigh,Bobsleigh,GER,five-man,M,Bronze,01/02/2031
1928,St. Moritz,Skating,Figure skating,NOR,individual,W,Gold,01/03/2031
1928,St. Moritz,Skating,Speed skating,NOR,1500m,M,Bronze,01/04/2031
1928,St. Moritz,Skating,Speed skating,NOR,1500m,M,Silver,01/05/2031
1928,St. Moritz,Skating,Speed skating,NOR,5000m,M,Bronze,01/06/2031
1928,St. Moritz,Skating,Speed skating,NOR,5000m,M,Gold,01/07/2031
1928,St. Moritz,Skating,Speed skating,NOR,500m,M,Bronze,01/08/2031
1928,St. Moritz,Skating,Speed skating,NOR,500m,M,Gold,01/09/2031
1928,St. Moritz,Skiing,Cross Country S,NOR,18km,M,Bronze,01/10/2031
1928,St. Moritz,Skiing,Cross Country S,NOR,18km,M,Gold,01/11/2031
1928,St. Moritz,Skiing,Cross Country S,NOR,18km,M,Silver,01/12/2031
1928,St. Moritz,Skiing,Nordic Combined,NOR,individual,M,Bronze,01/01/2032
1928,St. Moritz,Skiing,Nordic Combined,NOR,individual,M,Gold,01/02/2032
1928,St. Moritz,Skiing,Nordic Combined,NOR,individual,M,Silver,01/03/2032
1928,St. Moritz,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Gold,01/04/2032
1928,St. Moritz,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Silver,01/05/2032
1928,St. Moritz,Ice Hockey,Ice Hockey,SUI,ice hockey,M,Bronze,01/06/2032
1928,St. Moritz,Ice Hockey,Ice Hockey,SWE,ice hockey,M,Silver,01/07/2032
1928,St. Moritz,Skating,Figure skating,SWE,individual,M,Gold,01/08/2032
1928,St. Moritz,Skiing,Cross Country S,SWE,50km,M,Bronze,01/09/2032
1928,St. Moritz,Skiing,Cross Country S,SWE,50km,M,Gold,01/10/2032
1928,St. Moritz,Skiing,Cross Country S,SWE,50km,M,Silver,01/11/2032
1928,St. Moritz,Skiing,Ski Jumping,TCH,K90 individual (70m),M,Bronze,01/12/2032
1928,St. Moritz,Bobsleigh,Bobsleigh,USA,five-man,M,Gold,01/01/2033
1928,St. Moritz,Bobsleigh,Bobsleigh,USA,five-man,M,Silver,01/02/2033
1928,St. Moritz,Bobsleigh,Skeleton,USA,individual,M,Gold,01/03/2033
1928,St. Moritz,Bobsleigh,Skeleton,USA,individual,M,Silver,01/04/2033
1928,St. Moritz,Skating,Figure skating,USA,individual,W,Bronze,01/05/2033
1928,St. Moritz,Skating,Speed skating,USA,500m,M,Bronze,01/06/2033
1932,Lake Placid,Skating,Figure skating,AUT,individual,M,Gold,01/07/2033
1932,Lake Placid,Skating,Figure skating,AUT,individual,W,Silver,01/08/2033
1932,Lake Placid,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Gold,01/09/2033
1932,Lake Placid,Skating,Figure skating,CAN,individual,M,Bronze,01/10/2033
1932,Lake Placid,Skating,Speed skating,CAN,10000m,M,Bronze,01/11/2033
1932,Lake Placid,Skating,Speed skating,CAN,1500m,M,Bronze,01/12/2033
1932,Lake Placid,Skating,Speed skating,CAN,1500m,M,Silver,01/01/2034
1932,Lake Placid,Skating,Speed skating,CAN,5000m,M,Bronze,01/02/2034
1932,Lake Placid,Skating,Speed skating,CAN,500m,M,Bronze,01/03/2034
1932,Lake Placid,Skiing,Cross Country S,FIN,18km,M,Bronze,01/04/2034
1932,Lake Placid,Skiing,Cross Country S,FIN,50km,M,Gold,01/05/2034
1932,Lake Placid,Skiing,Cross Country S,FIN,50km,M,Silver,01/06/2034
1932,Lake Placid,Skating,Figure skating,FRA,pairs,X,Gold,01/07/2034
1932,Lake Placid,Bobsleigh,Bobsleigh,GER,four-man,M,Bronze,01/08/2034
1932,Lake Placid,Ice Hockey,Ice Hockey,GER,ice hockey,M,Bronze,01/09/2034
1932,Lake Placid,Skating,Figure skating,HUN,pairs,X,Bronze,01/10/2034
1932,Lake Placid,Skating,Figure skating,NOR,individual,W,Gold,01/11/2034
1932,Lake Placid,Skating,Speed skating,NOR,10000m,M,Silver,01/12/2034
1932,Lake Placid,Skating,Speed skating,NOR,500m,M,Silver,01/01/2035
1932,Lake Placid,Skiing,Cross Country S,NOR,50km,M,Bronze,01/02/2035
1932,Lake Placid,Skiing,Nordic Combined,NOR,individual,M,Bronze,01/03/2035
1932,Lake Placid,Skiing,Nordic Combined,NOR,individual,M,Gold,01/04/2035
1932,Lake Placid,Skiing,Nordic Combined,NOR,individual,M,Silver,01/05/2035
1932,Lake Placid,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Bronze,01/06/2035
1932,Lake Placid,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Gold,01/07/2035
1932,Lake Placid,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Silver,01/08/2035
1932,Lake Placid,Bobsleigh,Bobsleigh,SUI,two-man,M,Silver,01/09/2035
1932,Lake Placid,Skating,Figure skating,SWE,individual,M,Silver,01/10/2035
1932,Lake Placid,Skiing,Cross Country S,SWE,18km,M,Gold,01/11/2035
1932,Lake Placid,Skiing,Cross Country S,SWE,18km,M,Silver,01/12/2035
1932,Lake Placid,Bobsleigh,Bobsleigh,USA,four-man,M,Gold,01/01/2036
1932,Lake Placid,Bobsleigh,Bobsleigh,USA,four-man,M,Silver,01/02/2036
1932,Lake Placid,Bobsleigh,Bobsleigh,USA,two-man,M,Bronze,01/03/2036
1932,Lake Placid,Bobsleigh,Bobsleigh,USA,two-man,M,Gold,01/04/2036
1932,Lake Placid,Ice Hockey,Ice Hockey,USA,ice hockey,M,Silver,01/05/2036
1932,Lake Placid,Skating,Figure skating,USA,individual,W,Bronze,01/06/2036
1932,Lake Placid,Skating,Figure skating,USA,pairs,X,Silver,01/07/2036
1932,Lake Placid,Skating,Speed skating,USA,10000m,M,Gold,01/08/2036
1932,Lake Placid,Skating,Speed skating,USA,1500m,M,Gold,01/09/2036
1932,Lake Placid,Skating,Speed skating,USA,5000m,M,Gold,01/10/2036
1932,Lake Placid,Skating,Speed skating,USA,5000m,M,Silver,01/11/2036
1932,Lake Placid,Skating,Speed skating,USA,500m,M,Gold,01/12/2036
1936,Garmisch-Partenkirchen,Skating,Figure skating,AUT,individual,M,Bronze,01/01/2037
1936,Garmisch-Partenkirchen,Skating,Figure skating,AUT,individual,M,Gold,01/02/2037
1936,Garmisch-Partenkirchen,Skating,Figure skating,AUT,pairs,X,Silver,01/03/2037
1936,Garmisch-Partenkirchen,Skating,Speed skating,AUT,10000m,M,Bronze,01/04/2037
1936,Garmisch-Partenkirchen,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Silver,01/05/2037
1936,Garmisch-Partenkirchen,Skating,Speed skating,FIN,10000m,M,Silver,01/06/2037
1936,Garmisch-Partenkirchen,Skating,Speed skating,FIN,1500m,M,Bronze,01/07/2037
1936,Garmisch-Partenkirchen,Skating,Speed skating,FIN,5000m,M,Bronze,01/08/2037
1936,Garmisch-Partenkirchen,Skating,Speed skating,FIN,5000m,M,Silver,01/09/2037
1936,Garmisch-Partenkirchen,Skiing,Cross Country S,FIN,18km,M,Bronze,01/10/2037
1936,Garmisch-Partenkirchen,Skiing,Cross Country S,FIN,4x10km relay,M,Gold,01/11/2037
1936,Garmisch-Partenkirchen,Skiing,Alpine Skiing,FRA,alpine combined,M,Bronze,01/12/2037
1936,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh,GBR,four-man,M,Bronze,01/01/2038
1936,Garmisch-Partenkirchen,Ice Hockey,Ice Hockey,GBR,ice hockey,M,Gold,01/02/2038
1936,Garmisch-Partenkirchen,Skating,Figure skating,GBR,individual,W,Silver,01/03/2038
1936,Garmisch-Partenkirchen,Skating,Figure skating,GER,individual,M,Silver,01/04/2038
1936,Garmisch-Partenkirchen,Skating,Figure skating,GER,pairs,X,Gold,01/05/2038
1936,Garmisch-Partenkirchen,Skiing,Alpine Skiing,GER,alpine combined,M,Gold,01/06/2038
1936,Garmisch-Partenkirchen,Skiing,Alpine Skiing,GER,alpine combined,M,Silver,01/07/2038
1936,Garmisch-Partenkirchen,Skiing,Alpine Skiing,GER,alpine combined,W,Gold,01/08/2038
1936,Garmisch-Partenkirchen,Skiing,Alpine Skiing,GER,alpine combined,W,Silver,01/09/2038
1936,Garmisch-Partenkirchen,Skating,Figure skating,HUN,pairs,X,Bronze,01/10/2038
1936,Garmisch-Partenkirchen,Skating,Figure skating,NOR,individual,W,Gold,01/11/2038
1936,Garmisch-Partenkirchen,Skating,Speed skating,NOR,10000m,M,Gold,01/12/2038
1936,Garmisch-Partenkirchen,Skating,Speed skating,NOR,1500m,M,Gold,01/01/2039
1936,Garmisch-Partenkirchen,Skating,Speed skating,NOR,1500m,M,Silver,01/02/2039
1936,Garmisch-Partenkirchen,Skating,Speed skating,NOR,5000m,M,Gold,01/03/2039
1936,Garmisch-Partenkirchen,Skating,Speed skating,NOR,500m,M,Gold,01/04/2039
1936,Garmisch-Partenkirchen,Skating,Speed skating,NOR,500m,M,Silver,01/05/2039
1936,Garmisch-Partenkirchen,Skiing,Alpine Skiing,NOR,alpine combined,W,Bronze,01/06/2039
1936,Garmisch-Partenkirchen,Skiing,Cross Country S,NOR,18km,M,Silver,01/07/2039
1936,Garmisch-Partenkirchen,Skiing,Cross Country S,NOR,4x10km relay,M,Silver,01/08/2039
1936,Garmisch-Partenkirchen,Skiing,Nordic Combined,NOR,individual,M,Bronze,01/09/2039
1936,Garmisch-Partenkirchen,Skiing,Nordic Combined,NOR,individual,M,Gold,01/10/2039
1936,Garmisch-Partenkirchen,Skiing,Nordic Combined,NOR,individual,M,Silver,01/11/2039
1936,Garmisch-Partenkirchen,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Bronze,01/12/2039
1936,Garmisch-Partenkirchen,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Gold,01/01/2040
1936,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh,SUI,four-man,M,Gold,01/02/2040
1936,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh,SUI,four-man,M,Silver,01/03/2040
1936,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh,SUI,two-man,M,Silver,01/04/2040
1936,Garmisch-Partenkirchen,Skating,Figure skating,SWE,individual,W,Bronze,01/05/2040
1936,Garmisch-Partenkirchen,Skiing,Cross Country S,SWE,18km,M,Gold,01/06/2040
1936,Garmisch-Partenkirchen,Skiing,Cross Country S,SWE,4x10km relay,M,Bronze,01/07/2040
1936,Garmisch-Partenkirchen,Skiing,Cross Country S,SWE,50km,M,Bronze,01/08/2040
1936,Garmisch-Partenkirchen,Skiing,Cross Country S,SWE,50km,M,Gold,01/09/2040
1936,Garmisch-Partenkirchen,Skiing,Cross Country S,SWE,50km,M,Silver,01/10/2040
1936,Garmisch-Partenkirchen,Skiing,Ski Jumping,SWE,K90 individual (70m),M,Silver,01/11/2040
1936,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh,USA,two-man,M,Bronze,01/12/2040
1936,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh,USA,two-man,M,Gold,01/01/2041
1936,Garmisch-Partenkirchen,Ice Hockey,Ice Hockey,USA,ice hockey,M,Bronze,01/02/2041
1936,Garmisch-Partenkirchen,Skating,Speed skating,USA,500m,M,Bronze,01/03/2041
1948,St. Moritz,Skating,Figure skating,AUT,individual,M,Bronze,01/04/2041
1948,St. Moritz,Skating,Figure skating,AUT,individual,W,Silver,01/05/2041
1948,St. Moritz,Skiing,Alpine Skiing,AUT,alpine combined,W,Bronze,01/06/2041
1948,St. Moritz,Skiing,Alpine Skiing,AUT,alpine combined,W,Gold,01/07/2041
1948,St. Moritz,Skiing,Alpine Skiing,AUT,downhill,M,Silver,01/08/2041
1948,St. Moritz,Skiing,Alpine Skiing,AUT,downhill,W,Bronze,01/09/2041
1948,St. Moritz,Skiing,Alpine Skiing,AUT,downhill,W,Silver,01/10/2041
1948,St. Moritz,Skiing,Alpine Skiing,AUT,slalom,W,Bronze,01/11/2041
1948,St. Moritz,Bobsleigh,Bobsleigh,BEL,four-man,M,Silver,01/12/2041
1948,St. Moritz,Skating,Figure skating,BEL,pairs,X,Gold,01/01/2042
1948,St. Moritz,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Gold,01/02/2042
1948,St. Moritz,Skating,Figure skating,CAN,individual,W,Gold,01/03/2042
1948,St. Moritz,Skating,Figure skating,CAN,pairs,X,Bronze,01/04/2042
1948,St. Moritz,Skating,Speed skating,FIN,10000m,M,Bronze,01/05/2042
1948,St. Moritz,Skating,Speed skating,FIN,10000m,M,Silver,01/06/2042
1948,St. Moritz,Skiing,Cross Country S,FIN,4x10km relay,M,Silver,01/07/2042
1948,St. Moritz,Skiing,Cross Country S,FIN,50km,M,Bronze,01/08/2042
1948,St. Moritz,Skiing,Nordic Combined,FIN,individual,M,Gold,01/09/2042
1948,St. Moritz,Skiing,Nordic Combined,FIN,individual,M,Silver,01/10/2042
1948,St. Moritz,Skiing,Alpine Skiing,FRA,alpine combined,M,Bronze,01/11/2042
1948,St. Moritz,Skiing,Alpine Skiing,FRA,alpine combined,M,Gold,01/12/2042
1948,St. Moritz,Skiing,Alpine Skiing,FRA,downhill,M,Gold,01/01/2043
1948,St. Moritz,Skiing,Alpine Skiing,FRA,slalom,M,Bronze,01/02/2043
1948,St. Moritz,Skiing,Alpine Skiing,FRA,slalom,M,Silver,01/03/2043
1948,St. Moritz,Bobsleigh,Skeleton,GBR,individual,M,Bronze,01/04/2043
1948,St. Moritz,Skating,Figure skating,GBR,individual,W,Bronze,01/05/2043
1948,St. Moritz,Skating,Figure skating,HUN,pairs,X,Silver,01/06/2043
1948,St. Moritz,Bobsleigh,Skeleton,ITA,individual,M,Gold,01/07/2043
1948,St. Moritz,Skating,Speed skating,NOR,1500m,M,Bronze,01/08/2043
1948,St. Moritz,Skating,Speed skating,NOR,1500m,M,Gold,01/09/2043
1948,St. Moritz,Skating,Speed skating,NOR,5000m,M,Gold,01/10/2043
1948,St. Moritz,Skating,Speed skating,NOR,5000m,M,Silver,01/11/2043
1948,St. Moritz,Skating,Speed skating,NOR,500m,M,Gold,01/12/2043
1948,St. Moritz,Skating,Speed skating,NOR,500m,M,Silver,01/01/2044
1948,St. Moritz,Skiing,Cross Country S,NOR,4x10km relay,M,Bronze,01/02/2044
1948,St. Moritz,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Bronze,01/03/2044
1948,St. Moritz,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Gold,01/04/2044
1948,St. Moritz,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Silver,01/05/2044
1948,St. Moritz,Bobsleigh,Bobsleigh,SUI,two-man,M,Gold,01/06/2044
1948,St. Moritz,Bobsleigh,Bobsleigh,SUI,two-man,M,Silver,01/07/2044
1948,St. Moritz,Ice Hockey,Ice Hockey,SUI,ice hockey,M,Bronze,01/08/2044
1948,St. Moritz,Skating,Figure skating,SUI,individual,M,Silver,01/09/2044
1948,St. Moritz,Skiing,Alpine Skiing,SUI,alpine combined,M,Silver,01/10/2044
1948,St. Moritz,Skiing,Alpine Skiing,SUI,downhill,M,Bronze,01/11/2044
1948,St. Moritz,Skiing,Alpine Skiing,SUI,downhill,M,Bronze,01/12/2044
1948,St. Moritz,Skiing,Alpine Skiing,SUI,downhill,W,Gold,01/01/2045
1948,St. Moritz,Skiing,Alpine Skiing,SUI,slalom,M,Gold,01/02/2045
1948,St. Moritz,Skiing,Alpine Skiing,SUI,slalom,W,Silver,01/03/2045
1948,St. Moritz,Skating,Speed skating,SWE,10000m,M,Gold,01/04/2045
1948,St. Moritz,Skating,Speed skating,SWE,1500m,M,Silver,01/05/2045
1948,St. Moritz,Skating,Speed skating,SWE,5000m,M,Bronze,01/06/2045
1948,St. Moritz,Skiing,Cross Country S,SWE,18km,M,Bronze,01/07/2045
1948,St. Moritz,Skiing,Cross Country S,SWE,18km,M,Gold,01/08/2045
1948,St. Moritz,Skiing,Cross Country S,SWE,18km,M,Silver,01/09/2045
1948,St. Moritz,Skiing,Cross Country S,SWE,4x10km relay,M,Gold,01/10/2045
1948,St. Moritz,Skiing,Cross Country S,SWE,50km,M,Gold,01/11/2045
1948,St. Moritz,Skiing,Cross Country S,SWE,50km,M,Silver,01/12/2045
1948,St. Moritz,Skiing,Nordic Combined,SWE,individual,M,Bronze,01/01/2046
1948,St. Moritz,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Silver,01/02/2046
1948,St. Moritz,Bobsleigh,Bobsleigh,USA,four-man,M,Bronze,01/03/2046
1948,St. Moritz,Bobsleigh,Bobsleigh,USA,four-man,M,Gold,01/04/2046
1948,St. Moritz,Bobsleigh,Bobsleigh,USA,two-man,M,Bronze,01/05/2046
1948,St. Moritz,Bobsleigh,Skeleton,USA,individual,M,Silver,01/06/2046
1948,St. Moritz,Skating,Figure skating,USA,individual,M,Gold,01/07/2046
1948,St. Moritz,Skating,Speed skating,USA,500m,M,Silver,01/08/2046
1948,St. Moritz,Skating,Speed skating,USA,500m,M,Silver,01/09/2046
1948,St. Moritz,Skiing,Alpine Skiing,USA,alpine combined,W,Silver,01/10/2046
1948,St. Moritz,Skiing,Alpine Skiing,USA,slalom,W,Gold,01/11/2046
1952,Oslo,Skating,Figure skating,AUT,individual,M,Silver,01/12/2046
1952,Oslo,Skiing,Alpine Skiing,AUT,downhill,M,Bronze,01/01/2047
1952,Oslo,Skiing,Alpine Skiing,AUT,downhill,M,Silver,01/02/2047
1952,Oslo,Skiing,Alpine Skiing,AUT,downhill,W,Gold,01/03/2047
1952,Oslo,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze,01/04/2047
1952,Oslo,Skiing,Alpine Skiing,AUT,giant slalom,M,Silver,01/05/2047
1952,Oslo,Skiing,Alpine Skiing,AUT,giant slalom,W,Silver,01/06/2047
1952,Oslo,Skiing,Alpine Skiing,AUT,slalom,M,Gold,01/07/2047
1952,Oslo,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Gold,01/08/2047
1952,Oslo,Skating,Speed skating,CAN,500m,M,Bronze,01/09/2047
1952,Oslo,Skiing,Cross Country S,FIN,10km,W,Bronze,01/10/2047
1952,Oslo,Skiing,Cross Country S,FIN,10km,W,Gold,01/11/2047
1952,Oslo,Skiing,Cross Country S,FIN,10km,W,Silver,01/12/2047
1952,Oslo,Skiing,Cross Country S,FIN,18km,M,Bronze,01/01/2048
1952,Oslo,Skiing,Cross Country S,FIN,18km,M,Silver,01/02/2048
1952,Oslo,Skiing,Cross Country S,FIN,4x10km relay,M,Gold,01/03/2048
1952,Oslo,Skiing,Cross Country S,FIN,50km,M,Gold,01/04/2048
1952,Oslo,Skiing,Cross Country S,FIN,50km,M,Silver,01/05/2048
1952,Oslo,Skiing,Nordic Combined,FIN,individual,M,Silver,01/06/2048
1952,Oslo,Skating,Figure skating,FRA,individual,W,Bronze,01/07/2048
1952,Oslo,Bobsleigh,Bobsleigh,FRG,four-man,M,Gold,01/08/2048
1952,Oslo,Bobsleigh,Bobsleigh,FRG,two-man,M,Gold,01/09/2048
1952,Oslo,Skating,Figure skating,GBR,individual,W,Gold,01/10/2048
1952,Oslo,Skating,Figure skating,GER,pairs,X,Gold,01/11/2048
1952,Oslo,Skiing,Alpine Skiing,GER,downhill,W,Silver,01/12/2048
1952,Oslo,Skiing,Alpine Skiing,GER,giant slalom,W,Bronze,01/01/2049
1952,Oslo,Skiing,Alpine Skiing,GER,slalom,W,Bronze,01/02/2049
1952,Oslo,Skiing,Alpine Skiing,GER,slalom,W,Silver,01/03/2049
1952,Oslo,Skating,Figure skating,HUN,pairs,X,Bronze,01/04/2049
1952,Oslo,Skiing,Alpine Skiing,ITA,downhill,M,Gold,01/05/2049
1952,Oslo,Skiing,Alpine Skiing,ITA,downhill,W,Bronze,01/06/2049
1952,Oslo,Skating,Speed skating,NED,10000m,M,Silver,01/07/2049
1952,Oslo,Skating,Speed skating,NED,1500m,M,Silver,01/08/2049
1952,Oslo,Skating,Speed skating,NED,5000m,M,Silver,01/09/2049
1952,Oslo,Skating,Speed skating,NOR,10000m,M,Gold,01/10/2049
1952,Oslo,Skating,Speed skating,NOR,1500m,M,Bronze,01/11/2049
1952,Oslo,Skating,Speed skating,NOR,1500m,M,Gold,01/12/2049
1952,Oslo,Skating,Speed skating,NOR,5000m,M,Bronze,01/01/2050
1952,Oslo,Skating,Speed skating,NOR,5000m,M,Gold,01/02/2050
1952,Oslo,Skating,Speed skating,NOR,500m,M,Bronze,01/03/2050
1952,Oslo,Skiing,Alpine Skiing,NOR,giant slalom,M,Gold,01/04/2050
1952,Oslo,Skiing,Alpine Skiing,NOR,slalom,M,Bronze,01/05/2050
1952,Oslo,Skiing,Alpine Skiing,NOR,slalom,M,Silver,01/06/2050
1952,Oslo,Skiing,Cross Country S,NOR,18km,M,Gold,01/07/2050
1952,Oslo,Skiing,Cross Country S,NOR,4x10km relay,M,Silver,01/08/2050
1952,Oslo,Skiing,Cross Country S,NOR,50km,M,Bronze,01/09/2050
1952,Oslo,Skiing,Nordic Combined,NOR,individual,M,Bronze,01/10/2050
1952,Oslo,Skiing,Nordic Combined,NOR,individual,M,Gold,01/11/2050
1952,Oslo,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Gold,01/12/2050
1952,Oslo,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Silver,01/01/2051
1952,Oslo,Bobsleigh,Bobsleigh,SUI,four-man,M,Bronze,01/02/2051
1952,Oslo,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze,01/03/2051
1952,Oslo,Ice Hockey,Ice Hockey,SWE,ice hockey,M,Bronze,01/04/2051
1952,Oslo,Skating,Speed skating,SWE,10000m,M,Bronze,01/05/2051
1952,Oslo,Skiing,Cross Country S,SWE,4x10km relay,M,Bronze,01/06/2051
1952,Oslo,Skiing,Ski Jumping,SWE,K90 individual (70m),M,Bronze,01/07/2051
1952,Oslo,Bobsleigh,Bobsleigh,USA,four-man,M,Silver,01/08/2051
1952,Oslo,Bobsleigh,Bobsleigh,USA,two-man,M,Silver,01/09/2051
1952,Oslo,Ice Hockey,Ice Hockey,USA,ice hockey,M,Silver,01/10/2051
1952,Oslo,Skating,Figure skating,USA,individual,M,Bronze,01/11/2051
1952,Oslo,Skating,Figure skating,USA,individual,M,Gold,01/12/2051
1952,Oslo,Skating,Figure skating,USA,individual,W,Silver,01/01/2052
1952,Oslo,Skating,Figure skating,USA,pairs,X,Silver,01/02/2052
1952,Oslo,Skating,Speed skating,USA,500m,M,Gold,01/03/2052
1952,Oslo,Skating,Speed skating,USA,500m,M,Silver,01/04/2052
