Year,City,Sport,Discipline,NOC,Event,Event gender,Medal,New_test_column
2002,Salt Lake City,Biathlon,Biathlon,GER,12.5km pursuit,M,Bronze,01/10/2184
2002,Salt Lake City,Biathlon,Biathlon,GER,15km,W,Gold,01/11/2184
2002,Salt Lake City,Biathlon,Biathlon,GER,20km,M,Silver,01/12/2184
2002,Salt Lake City,Biathlon,Biathlon,GER,4x7.5km relay,M,Silver,01/01/2185
2002,Salt Lake City,Biathlon,Biathlon,GER,4x7.5km relay,W,Gold,01/02/2185
2002,Salt Lake City,Biathlon,Biathlon,GER,7.5km,W,Gold,01/03/2185
2002,Salt Lake City,Biathlon,Biathlon,GER,7.5km,W,Silver,01/04/2185
2002,Salt Lake City,Bobsleigh,Bobsleigh,GER,four-man,M,Gold,01/05/2185
2002,Salt Lake City,Bobsleigh,Bobsleigh,GER,two-man,M,Gold,01/06/2185
2002,Salt Lake City,Bobsleigh,Bobsleigh,GER,two-man,W,Bronze,01/07/2185
2002,Salt Lake City,Bobsleigh,Bobsleigh,GER,two-man,W,Silver,01/08/2185
2002,Salt Lake City,Luge,Luge,GER,doubles,X,Gold,01/09/2185
2002,Salt Lake City,Luge,Luge,GER,singles,M,Silver,01/10/2185
2002,Salt Lake City,Luge,Luge,GER,singles,W,Bronze,01/11/2185
2002,Salt Lake City,Luge,Luge,GER,singles,W,Gold,01/12/2185
2002,Salt Lake City,Luge,Luge,GER,singles,W,Silver,01/01/2186
2002,Salt Lake City,Skating,Speed skating,GER,1000m,W,Silver,01/02/2186
2002,Salt Lake City,Skating,Speed skating,GER,1500m,W,Gold,01/03/2186
2002,Salt Lake City,Skating,Speed skating,GER,1500m,W,Silver,01/04/2186
2002,Salt Lake City,Skating,Speed skating,GER,3000m,W,Gold,01/05/2186
2002,Salt Lake City,Skating,Speed skating,GER,5000m,M,Bronze,01/06/2186
2002,Salt Lake City,Skating,Speed skating,GER,5000m,W,Gold,01/07/2186
2002,Salt Lake City,Skating,Speed skating,GER,500m,W,Bronze,01/08/2186
2002,Salt Lake City,Skating,Speed skating,GER,500m,W,Silver,01/09/2186
2002,Salt Lake City,Skiing,Alpine Skiing,GER,alpine combined,W,Bronze,01/10/2186
2002,Salt Lake City,Skiing,Cross Country S,GER,4x10km relay,M,Bronze,01/11/2186
2002,Salt Lake City,Skiing,Cross Country S,GER,4x5km relay,W,Gold,01/12/2186
2002,Salt Lake City,Skiing,Cross Country S,GER,5km pursuit,W,Bronze,01/01/2187
2002,Salt Lake City,Skiing,Cross Country S,GER,"Sprint 1,5km",M,Silver,01/02/2187
2002,Salt Lake City,Skiing,Cross Country S,GER,sprint 1.5km,W,Silver,01/03/2187
2002,Salt Lake City,Skiing,Nordic Combined,GER,sprint,M,Silver,01/04/2187
2002,Salt Lake City,Skiing,Nordic Combined,GER,Team,M,Silver,01/05/2187
2002,Salt Lake City,Skiing,Ski Jumping,GER,K120 team (90m),M,Gold,01/06/2187
2002,Salt Lake City,Skiing,Ski Jumping,GER,K90 individual (70m),M,Silver,01/07/2187
2002,Salt Lake City,Luge,Luge,ITA,singles,M,Gold,01/08/2187
2002,Salt Lake City,Skating,Figure skating,ITA,ice dancing,X,Bronze,01/09/2187
2002,Salt Lake City,Skating,Short Track S.,ITA,5000m relay,M,Silver,01/10/2187
2002,Salt Lake City,Skiing,Alpine Skiing,ITA,downhill,W,Silver,01/11/2187
2002,Salt Lake City,Skiing,Alpine Skiing,ITA,super-G,W,Bronze,01/12/2187
2002,Salt Lake City,Skiing,Alpine Skiing,ITA,super-G,W,Gold,01/01/2188
2002,Salt Lake City,Skiing,Cross Country S,ITA,10km,W,Bronze,01/02/2188
2002,Salt Lake City,Skiing,Cross Country S,ITA,15km mass start,W,Gold,01/03/2188
2002,Salt Lake City,Skiing,Cross Country S,ITA,30km,W,Gold,01/04/2188
2002,Salt Lake City,Skiing,Cross Country S,ITA,30km,W,Silver,01/05/2188
2002,Salt Lake City,Skiing,Cross Country S,ITA,4x10km relay,M,Silver,01/06/2188
2002,Salt Lake City,Skiing,Cross Country S,ITA,"Sprint 1,5km",M,Bronze,01/07/2188
2002,Salt Lake City,Skiing,Snowboard,ITA,Giant parallel slalom,W,Bronze,01/08/2188
2002,Salt Lake City,Skating,Speed skating,JPN,500m,M,Silver,01/09/2188
2002,Salt Lake City,Skiing,Freestyle Ski.,JPN,moguls,W,Bronze,01/10/2188
2002,Salt Lake City,Skating,Short Track S.,KOR,1000m,W,Silver,01/11/2188
2002,Salt Lake City,Skating,Short Track S.,KOR,1500m,W,Gold,01/12/2188
2002,Salt Lake City,Skating,Short Track S.,KOR,1500m,W,Silver,01/01/2189
2002,Salt Lake City,Skating,Short Track S.,KOR,3000m relay,W,Gold,01/02/2189
2002,Salt Lake City,Skating,Speed skating,NED,10000m,M,Gold,01/03/2189
2002,Salt Lake City,Skating,Speed skating,NED,10000m,M,Silver,01/04/2189
2002,Salt Lake City,Skating,Speed skating,NED,1000m,M,Gold,01/05/2189
2002,Salt Lake City,Skating,Speed skating,NED,1000m,M,Silver,01/06/2189
2002,Salt Lake City,Skating,Speed skating,NED,1500m,M,Silver,01/07/2189
2002,Salt Lake City,Skating,Speed skating,NED,3000m,W,Silver,01/08/2189
2002,Salt Lake City,Skating,Speed skating,NED,5000m,M,Gold,01/09/2189
2002,Salt Lake City,Skating,Speed skating,NED,5000m,W,Silver,01/10/2189
2002,Salt Lake City,Biathlon,Biathlon,NOR,10km,M,Gold,01/11/2189
2002,Salt Lake City,Biathlon,Biathlon,NOR,12.5km pursuit,M,Gold,01/12/2189
2002,Salt Lake City,Biathlon,Biathlon,NOR,15km,W,Silver,01/01/2190
2002,Salt Lake City,Biathlon,Biathlon,NOR,20km,M,Gold,01/02/2190
2002,Salt Lake City,Biathlon,Biathlon,NOR,4x7.5km relay,M,Gold,01/03/2190
2002,Salt Lake City,Biathlon,Biathlon,NOR,4x7.5km relay,W,Silver,01/04/2190
2002,Salt Lake City,Curling,Curling,NOR,curling,M,Gold,01/05/2190
2002,Salt Lake City,Skating,Speed skating,NOR,10000m,M,Bronze,01/06/2190
2002,Salt Lake City,Skating,Speed skating,NOR,1500m,M,Bronze,01/07/2190
2002,Salt Lake City,Skiing,Alpine Skiing,NOR,alpine combined,M,Gold,01/08/2190
2002,Salt Lake City,Skiing,Alpine Skiing,NOR,downhill,M,Silver,01/09/2190
2002,Salt Lake City,Skiing,Alpine Skiing,NOR,giant slalom,M,Bronze,01/10/2190
2002,Salt Lake City,Skiing,Alpine Skiing,NOR,super-G,M,Gold,01/11/2190
2002,Salt Lake City,Skiing,Cross Country S,NOR,10km,W,Gold,01/12/2190
2002,Salt Lake City,Skiing,Cross Country S,NOR,10km pursuit,M,Gold,01/01/2191
2002,Salt Lake City,Skiing,Cross Country S,NOR,10km pursuit,M,Gold,01/02/2191
2002,Salt Lake City,Skiing,Cross Country S,NOR,15km,M,Silver,01/03/2191
2002,Salt Lake City,Skiing,Cross Country S,NOR,30km,W,Bronze,01/04/2191
2002,Salt Lake City,Skiing,Cross Country S,NOR,30km mass start,M,Bronze,01/05/2191
2002,Salt Lake City,Skiing,Cross Country S,NOR,4x10km relay,M,Gold,01/06/2191
2002,Salt Lake City,Skiing,Cross Country S,NOR,4x5km relay,W,Silver,01/07/2191
2002,Salt Lake City,Skiing,Cross Country S,NOR,50km,M,Bronze,01/08/2191
2002,Salt Lake City,Skiing,Cross Country S,NOR,"Sprint 1,5km",M,Gold,01/09/2191
2002,Salt Lake City,Skiing,Cross Country S,NOR,sprint 1.5km,W,Bronze,01/10/2191
2002,Salt Lake City,Skiing,Freestyle Ski.,NOR,moguls,W,Gold,01/11/2191
2002,Salt Lake City,Skiing,Ski Jumping,POL,K120 individual (90m),M,Silver,01/12/2191
2002,Salt Lake City,Skiing,Ski Jumping,POL,K90 individual (70m),M,Bronze,01/01/2192
2002,Salt Lake City,Biathlon,Biathlon,RUS,10km pursuit,W,Gold,01/02/2192
2002,Salt Lake City,Biathlon,Biathlon,RUS,20km,M,Bronze,01/03/2192
2002,Salt Lake City,Biathlon,Biathlon,RUS,4x7.5km relay,W,Bronze,01/04/2192
2002,Salt Lake City,Ice Hockey,Ice Hockey,RUS,ice hockey,M,Bronze,01/05/2192
2002,Salt Lake City,Skating,Figure skating,RUS,ice dancing,X,Silver,01/06/2192
2002,Salt Lake City,Skating,Figure skating,RUS,individual,M,Gold,01/07/2192
2002,Salt Lake City,Skating,Figure skating,RUS,individual,M,Silver,01/08/2192
2002,Salt Lake City,Skating,Figure skating,RUS,individual,W,Silver,01/09/2192
2002,Salt Lake City,Skating,Figure skating,RUS,pairs,X,Gold,01/10/2192
2002,Salt Lake City,Skiing,Cross Country S,RUS,10km,W,Silver,01/11/2192
2002,Salt Lake City,Skiing,Cross Country S,RUS,15km mass start,W,Bronze,01/12/2192
2002,Salt Lake City,Skiing,Cross Country S,RUS,50km,M,Gold,01/01/2193
2002,Salt Lake City,Skiing,Cross Country S,RUS,sprint 1.5km,W,Gold,01/02/2193
2002,Salt Lake City,Skiing,Ski Jumping,SLO,K120 team (90m),M,Bronze,01/03/2193
2002,Salt Lake City,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze,01/04/2193
2002,Salt Lake City,Bobsleigh,Bobsleigh,SUI,two-man,M,Silver,01/05/2193
2002,Salt Lake City,Bobsleigh,Skeleton,SUI,individual,M,Bronze,01/06/2193
2002,Salt Lake City,Curling,Curling,SUI,curling,M,Bronze,01/07/2193
2002,Salt Lake City,Curling,Curling,SUI,curling,W,Silver,01/08/2193
2002,Salt Lake City,Skiing,Alpine Skiing,SUI,giant slalom,W,Bronze,01/09/2193
2002,Salt Lake City,Skiing,Cross Country S,SUI,4x5km relay,W,Bronze,01/10/2193
2002,Salt Lake City,Skiing,Ski Jumping,SUI,K120 individual (90m),M,Gold,01/11/2193
2002,Salt Lake City,Skiing,Ski Jumping,SUI,K90 individual (70m),M,Gold,01/12/2193
2002,Salt Lake City,Skiing,Snowboard,SUI,Giant parallel slalom,M,Gold,01/01/2194
2002,Salt Lake City,Skiing,Snowboard,SUI,Half-pipe,W,Bronze,01/02/2194
2002,Salt Lake City,Biathlon,Biathlon,SWE,15km,W,Bronze,01/03/2194
2002,Salt Lake City,Biathlon,Biathlon,SWE,7.5km,W,Bronze,01/04/2194
2002,Salt Lake City,Ice Hockey,Ice Hockey,SWE,ice hockey,W,Bronze,01/05/2194
2002,Salt Lake City,Skiing,Alpine Skiing,SWE,giant slalom,W,Silver,01/06/2194
2002,Salt Lake City,Skiing,Alpine Skiing,SWE,slalom,W,Bronze,01/07/2194
2002,Salt Lake City,Skiing,Cross Country S,SWE,10km pursuit,M,Bronze,01/08/2194
2002,Salt Lake City,Skiing,Snowboard,SWE,Giant parallel slalom,M,Silver,01/09/2194
2002,Salt Lake City,Bobsleigh,Bobsleigh,USA,four-man,M,Bronze,01/10/2194
2002,Salt Lake City,Bobsleigh,Bobsleigh,USA,four-man,M,Silver,01/11/2194
2002,Salt Lake City,Bobsleigh,Bobsleigh,USA,two-man,W,Gold,01/12/2194
2002,Salt Lake City,Bobsleigh,Skeleton,USA,individual,M,Gold,01/01/2195
2002,Salt Lake City,Bobsleigh,Skeleton,USA,individual,W,Gold,01/02/2195
2002,Salt Lake City,Bobsleigh,Skeleton,USA,individual,W,Silver,01/03/2195
2002,Salt Lake City,Ice Hockey,Ice Hockey,USA,ice hockey,M,Silver,01/04/2195
2002,Salt Lake City,Ice Hockey,Ice Hockey,USA,ice hockey,W,Silver,01/05/2195
2002,Salt Lake City,Luge,Luge,USA,doubles,X,Bronze,01/06/2195
2002,Salt Lake City,Luge,Luge,USA,doubles,X,Silver,01/07/2195
2002,Salt Lake City,Skating,Figure skating,USA,individual,M,Bronze,01/08/2195
2002,Salt Lake City,Skating,Figure skating,USA,individual,W,Bronze,01/09/2195
2002,Salt Lake City,Skating,Figure skating,USA,individual,W,Gold,01/10/2195
2002,Salt Lake City,Skating,Short Track S.,USA,1000m,M,Silver,01/11/2195
2002,Salt Lake City,Skating,Short Track S.,USA,1500m,M,Gold,01/12/2195
2002,Salt Lake City,Skating,Short Track S.,USA,500m,M,Bronze,01/01/2196
2002,Salt Lake City,Skating,Speed skating,USA,1000m,M,Bronze,01/02/2196
2002,Salt Lake City,Skating,Speed skating,USA,1000m,W,Bronze,01/03/2196
2002,Salt Lake City,Skating,Speed skating,USA,1000m,W,Gold,01/04/2196
2002,Salt Lake City,Skating,Speed skating,USA,1500m,M,Gold,01/05/2196
2002,Salt Lake City,Skating,Speed skating,USA,1500m,W,Bronze,01/06/2196
2002,Salt Lake City,Skating,Speed skating,USA,5000m,M,Silver,01/07/2196
2002,Salt Lake City,Skating,Speed skating,USA,500m,M,Bronze,01/08/2196
2002,Salt Lake City,Skating,Speed skating,USA,500m,M,Gold,01/09/2196
2002,Salt Lake City,Skiing,Alpine Skiing,USA,alpine combined,M,Silver,01/10/2196
2002,Salt Lake City,Skiing,Alpine Skiing,USA,giant slalom,M,Silver,01/11/2196
2002,Salt Lake City,Skiing,Freestyle Ski.,USA,aerials,M,Silver,01/12/2196
2002,Salt Lake City,Skiing,Freestyle Ski.,USA,moguls,M,Silver,01/01/2197
2002,Salt Lake City,Skiing,Freestyle Ski.,USA,moguls,W,Silver,01/02/2197
2002,Salt Lake City,Skiing,Snowboard,USA,Giant parallel slalom,M,Bronze,01/03/2197
2002,Salt Lake City,Skiing,Snowboard,USA,Half-pipe,M,Bronze,01/04/2197
2002,Salt Lake City,Skiing,Snowboard,USA,Half-pipe,M,Gold,01/05/2197
2002,Salt Lake City,Skiing,Snowboard,USA,Half-pipe,M,Silver,01/06/2197
2002,Salt Lake City,Skiing,Snowboard,USA,Half-pipe,W,Gold,01/07/2197
2006,Turin,Skiing,Freestyle Ski.,AUS,aerials,W,Bronze,01/08/2197
2006,Turin,Skiing,Freestyle Ski.,AUS,moguls,M,Gold,01/09/2197
2006,Turin,Luge,Luge,AUT,doubles,X,Gold,01/10/2197
2006,Turin,Skiing,Alpine Skiing,AUT,Alpine combined,M,Bronze,01/11/2197
2006,Turin,Skiing,Alpine Skiing,AUT,Alpine combined,W,Silver,01/12/2197
2006,Turin,Skiing,Alpine Skiing,AUT,downhill,M,Silver,01/01/2198
2006,Turin,Skiing,Alpine Skiing,AUT,downhill,W,Gold,01/02/2198
2006,Turin,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze,01/03/2198
2006,Turin,Skiing,Alpine Skiing,AUT,giant slalom,M,Gold,01/04/2198
2006,Turin,Skiing,Alpine Skiing,AUT,slalom,M,Bronze,01/05/2198
2006,Turin,Skiing,Alpine Skiing,AUT,slalom,M,Gold,01/06/2198
2006,Turin,Skiing,Alpine Skiing,AUT,slalom,M,Silver,01/07/2198
2006,Turin,Skiing,Alpine Skiing,AUT,slalom,W,Bronze,01/08/2198
2006,Turin,Skiing,Alpine Skiing,AUT,slalom,W,Silver,01/09/2198
2006,Turin,Skiing,Alpine Skiing,AUT,super-G,M,Silver,01/10/2198
2006,Turin,Skiing,Alpine Skiing,AUT,super-G,W,Bronze,01/11/2198
2006,Turin,Skiing,Alpine Skiing,AUT,super-G,W,Gold,01/12/2198
2006,Turin,Skiing,Cross Country S,AUT,50km,M,Bronze,01/01/2199
2006,Turin,Skiing,Nordic Combined,AUT,Individual,M,Silver,01/02/2199
2006,Turin,Skiing,Nordic Combined,AUT,Individual sprint,M,Gold,01/03/2199
2006,Turin,Skiing,Nordic Combined,AUT,Team,M,Gold,01/04/2199
2006,Turin,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Gold,01/05/2199
2006,Turin,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Silver,01/06/2199
2006,Turin,Skiing,Ski Jumping,AUT,K120 team (90m),M,Gold,01/07/2199
2006,Turin,Skiing,Snowboard,AUT,Giant parallel slalom,M,Bronze,01/08/2199
2006,Turin,Skiing,Freestyle Ski.,BLR,aerials,M,Silver,01/09/2199
2006,Turin,Skating,Short Track S.,BUL,500m,W,Silver,01/10/2199
2006,Turin,Bobsleigh,Bobsleigh,CAN,two-man,M,Silver,01/11/2199
2006,Turin,Bobsleigh,Skeleton,CAN,individual,M,Gold,01/12/2199
2006,Turin,Bobsleigh,Skeleton,CAN,individual,M,Silver,01/01/2200
2006,Turin,Bobsleigh,Skeleton,CAN,individual,W,Bronze,01/02/2200
2006,Turin,Curling,Curling,CAN,curling,M,Gold,01/03/2200
2006,Turin,Curling,Curling,CAN,curling,W,Bronze,01/04/2200
2006,Turin,Ice Hockey,Ice Hockey,CAN,ice hockey,W,Gold,01/05/2200
2006,Turin,Skating,Figure skating,CAN,individual,M,Bronze,01/06/2200
2006,Turin,Skating,Short Track S.,CAN,3000m relay,W,Silver,01/07/2200
2006,Turin,Skating,Short Track S.,CAN,5000m relay,M,Silver,01/08/2200
2006,Turin,Skating,Short Track S.,CAN,500m,M,Silver,01/09/2200
2006,Turin,Skating,Short Track S.,CAN,500m,W,Bronze,01/10/2200
2006,Turin,Skating,Speed skating,CAN,1000m,W,Silver,01/11/2200
2006,Turin,Skating,Speed skating,CAN,1500m,W,Gold,01/12/2200
2006,Turin,Skating,Speed skating,CAN,1500m,W,Silver,01/01/2201
2006,Turin,Skating,Speed skating,CAN,3000m,W,Bronze,01/02/2201
2006,Turin,Skating,Speed skating,CAN,5000m,W,Bronze,01/03/2201
2006,Turin,Skating,Speed skating,CAN,5000m,W,Gold,01/04/2201
2006,Turin,Skating,Speed skating,CAN,Team pursuit,M,Silver,01/05/2201
2006,Turin,Skating,Speed skating,CAN,Team pursuit,W,Silver,01/06/2201
2006,Turin,Skiing,Cross Country S,CAN,sprint 1.5km,W,Gold,01/07/2201
2006,Turin,Skiing,Cross Country S,CAN,Team sprint,W,Silver,01/08/2201
2006,Turin,Skiing,Freestyle Ski.,CAN,moguls,W,Gold,01/09/2201
2006,Turin,Skiing,Snowboard,CAN,Snowboard Cross,W,Bronze,01/10/2201
2006,Turin,Skating,Figure skating,CHN,pairs,X,Bronze,01/11/2201
2006,Turin,Skating,Figure skating,CHN,pairs,X,Silver,01/12/2201
2006,Turin,Skating,Short Track S.,CHN,1000m,W,Bronze,01/01/2202
2006,Turin,Skating,Short Track S.,CHN,1000m,W,Silver,01/02/2202
2006,Turin,Skating,Short Track S.,CHN,1500m,M,Bronze,01/03/2202
2006,Turin,Skating,Short Track S.,CHN,1500m,W,Bronze,01/04/2202
2006,Turin,Skating,Short Track S.,CHN,500m,W,Gold,01/05/2202
2006,Turin,Skating,Speed skating,CHN,500m,W,Bronze,01/06/2202
2006,Turin,Skating,Speed skating,CHN,500m,W,Silver,01/07/2202
2006,Turin,Skiing,Freestyle Ski.,CHN,aerials,M,Gold,01/08/2202
2006,Turin,Skiing,Freestyle Ski.,CHN,aerials,W,Silver,01/09/2202
2006,Turin,Skiing,Alpine Skiing,CRO,Alpine combined,M,Silver,01/10/2202
2006,Turin,Skiing,Alpine Skiing,CRO,Alpine combined,W,Gold,01/11/2202
2006,Turin,Skiing,Alpine Skiing,CRO,super-G,W,Silver,01/12/2202
2006,Turin,Ice Hockey,Ice Hockey,CZE,ice hockey,M,Bronze,01/01/2203
2006,Turin,Skiing,Cross Country S,CZE,15km,M,Silver,01/02/2203
2006,Turin,Skiing,Cross Country S,CZE,30km,W,Gold,01/03/2203
2006,Turin,Skiing,Cross Country S,CZE,Combined 7.5 + 7.5km mass start,W,Silver,01/04/2203
2006,Turin,Skiing,Cross Country S,EST,10km,W,Gold,01/05/2203
2006,Turin,Skiing,Cross Country S,EST,15km,M,Gold,01/06/2203
2006,Turin,Skiing,Cross Country S,EST,Combined 7.5 + 7.5km mass start,W,Gold,01/07/2203
2006,Turin,Curling,Curling,FIN,curling,M,Silver,01/08/2203
2006,Turin,Ice Hockey,Ice Hockey,FIN,ice hockey,M,Silver,01/09/2203
2006,Turin,Skiing,Alpine Skiing,FIN,giant slalom,W,Silver,01/10/2203
2006,Turin,Skiing,Cross Country S,FIN,Team sprint,W,Bronze,01/11/2203
2006,Turin,Skiing,Freestyle Ski.,FIN,moguls,M,Silver,01/12/2203
2006,Turin,Skiing,Nordic Combined,FIN,Team,M,Bronze,01/01/2204
2006,Turin,Skiing,Ski Jumping,FIN,K120 team (90m),M,Silver,01/02/2204
2006,Turin,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Silver,01/03/2204
2006,Turin,Skiing,Snowboard,FIN,Half-pipe,M,Bronze,01/04/2204
2006,Turin,Biathlon,Biathlon,FRA,12.5km pursuit,M,Gold,01/05/2204
2006,Turin,Biathlon,Biathlon,FRA,4x6km relay,W,Bronze,01/06/2204
2006,Turin,Biathlon,Biathlon,FRA,4x7.5km relay,M,Bronze,01/07/2204
2006,Turin,Biathlon,Biathlon,FRA,7.5km,W,Gold,01/08/2204
2006,Turin,Skiing,Alpine Skiing,FRA,downhill,M,Gold,01/09/2204
2006,Turin,Skiing,Alpine Skiing,FRA,giant slalom,M,Silver,01/10/2204
2006,Turin,Skiing,Cross Country S,FRA,"Sprint 1,5km",M,Silver,01/11/2204
2006,Turin,Skiing,Freestyle Ski.,FRA,moguls,W,Bronze,01/12/2204
2006,Turin,Skiing,Snowboard,FRA,Snowboard Cross,M,Bronze,01/01/2205
2006,Turin,Bobsleigh,Skeleton,GBR,individual,W,Silver,01/02/2205
2006,Turin,Biathlon,Biathlon,GER,10km,M,Gold,01/03/2205
2006,Turin,Biathlon,Biathlon,GER,10km pursuit,W,Gold,01/04/2205
2006,Turin,Biathlon,Biathlon,GER,10km pursuit,W,Silver,01/05/2205
2006,Turin,Biathlon,Biathlon,GER,"12,5km mass start",W,Bronze,01/06/2205
2006,Turin,Biathlon,Biathlon,GER,"12,5km mass start",W,Silver,01/07/2205
2006,Turin,Biathlon,Biathlon,GER,12.5km pursuit,M,Bronze,01/08/2205
2006,Turin,Biathlon,Biathlon,GER,15km,W,Silver,01/09/2205
2006,Turin,Biathlon,Biathlon,GER,15km mass start,M,Gold,01/10/2205
2006,Turin,Biathlon,Biathlon,GER,20km,M,Gold,01/11/2205
2006,Turin,Biathlon,Biathlon,GER,4x6km relay,W,Silver,01/12/2205
2006,Turin,Biathlon,Biathlon,GER,4x7.5km relay,M,Gold,01/01/2206
2006,Turin,Bobsleigh,Bobsleigh,GER,four-man,M,Gold,01/02/2206
2006,Turin,Bobsleigh,Bobsleigh,GER,two-man,M,Gold,01/03/2206
2006,Turin,Bobsleigh,Bobsleigh,GER,two-man,W,Gold,01/04/2206
2006,Turin,Luge,Luge,GER,doubles,X,Silver,01/05/2206
2006,Turin,Luge,Luge,GER,singles,W,Bronze,01/06/2206
2006,Turin,Luge,Luge,GER,singles,W,Gold,01/07/2206
2006,Turin,Luge,Luge,GER,singles,W,Silver,01/08/2206
2006,Turin,Skating,Speed skating,GER,1000m,W,Bronze,01/09/2206
2006,Turin,Skating,Speed skating,GER,5000m,W,Silver,01/10/2206
2006,Turin,Skating,Speed skating,GER,Team pursuit,W,Gold,01/11/2206
2006,Turin,Skiing,Cross Country S,GER,15km,M,Bronze,01/12/2206
2006,Turin,Skiing,Cross Country S,GER,4x10km relay,M,Silver,01/01/2207
2006,Turin,Skiing,Cross Country S,GER,4x5km relay,W,Silver,01/02/2207
2006,Turin,Skiing,Cross Country S,GER,sprint 1.5km,W,Silver,01/03/2207
2006,Turin,Skiing,Nordic Combined,GER,Individual,M,Gold,01/04/2207
2006,Turin,Skiing,Nordic Combined,GER,Individual sprint,M,Bronze,01/05/2207
2006,Turin,Skiing,Nordic Combined,GER,Team,M,Silver,01/06/2207
2006,Turin,Skiing,Snowboard,GER,Giant parallel slalom,W,Silver,01/07/2207
2006,Turin,Bobsleigh,Bobsleigh,ITA,two-man,W,Bronze,01/08/2207
2006,Turin,Luge,Luge,ITA,doubles,X,Bronze,01/09/2207
2006,Turin,Luge,Luge,ITA,singles,M,Gold,01/10/2207
2006,Turin,Skating,Short Track S.,ITA,3000m relay,W,Bronze,01/11/2207
2006,Turin,Skating,Speed skating,ITA,1500m,M,Gold,01/12/2207
2006,Turin,Skating,Speed skating,ITA,5000m,M,Bronze,01/01/2208
2006,Turin,Skating,Speed skating,ITA,Team pursuit,M,Gold,01/02/2208
2006,Turin,Skiing,Cross Country S,ITA,4x10km relay,M,Gold,01/03/2208
2006,Turin,Skiing,Cross Country S,ITA,4x5km relay,W,Bronze,01/04/2208
2006,Turin,Skiing,Cross Country S,ITA,50km,M,Gold,01/05/2208
2006,Turin,Skiing,Cross Country S,ITA,Combined 15 + 15km mass start,M,Bronze,01/06/2208
2006,Turin,Skating,Figure skating,JPN,individual,W,Gold,01/07/2208
2006,Turin,Skating,Short Track S.,KOR,1000m,M,Gold,01/08/2208
2006,Turin,Skating,Short Track S.,KOR,1000m,M,Silver,01/09/2208
2006,Turin,Skating,Short Track S.,KOR,1000m,W,Gold,01/10/2208
2006,Turin,Skating,Short Track S.,KOR,1500m,M,Gold,01/11/2208
2006,Turin,Skating,Short Track S.,KOR,1500m,M,Silver,01/12/2208
2006,Turin,Skating,Short Track S.,KOR,1500m,W,Gold,01/01/2209
2006,Turin,Skating,Short Track S.,KOR,1500m,W,Silver,01/02/2209
2006,Turin,Skating,Short Track S.,KOR,3000m relay,W,Gold,01/03/2209
2006,Turin,Skating,Short Track S.,KOR,5000m relay,M,Gold,01/04/2209
2006,Turin,Skating,Short Track S.,KOR,500m,M,Bronze,01/05/2209
2006,Turin,Skating,Speed skating,KOR,500m,M,Bronze,01/06/2209
2006,Turin,Luge,Luge,LAT,singles,M,Bronze,01/07/2209
2006,Turin,Skating,Speed skating,NED,10000m,M,Bronze,01/08/2209
2006,Turin,Skating,Speed skating,NED,10000m,M,Gold,01/09/2209
2006,Turin,Skating,Speed skating,NED,1000m,M,Bronze,01/10/2209
2006,Turin,Skating,Speed skating,NED,1000m,W,Gold,01/11/2209
2006,Turin,Skating,Speed skating,NED,1500m,W,Bronze,01/12/2209
2006,Turin,Skating,Speed skating,NED,3000m,W,Gold,01/01/2210
2006,Turin,Skating,Speed skating,NED,3000m,W,Silver,01/02/2210
2006,Turin,Skating,Speed skating,NED,5000m,M,Silver,01/03/2210
2006,Turin,Skating,Speed skating,NED,Team pursuit,M,Bronze,01/04/2210
2006,Turin,Biathlon,Biathlon,NOR,10km,M,Bronze,01/05/2210
2006,Turin,Biathlon,Biathlon,NOR,10km,M,Silver,01/06/2210
2006,Turin,Biathlon,Biathlon,NOR,12.5km pursuit,M,Silver,01/07/2210
2006,Turin,Biathlon,Biathlon,NOR,15km mass start,M,Bronze,01/08/2210
2006,Turin,Biathlon,Biathlon,NOR,20km,M,Bronze,01/09/2210
2006,Turin,Biathlon,Biathlon,NOR,20km,M,Silver,01/10/2210
2006,Turin,Skiing,Alpine Skiing,NOR,super-G,M,Gold,01/11/2210
2006,Turin,Skiing,Cross Country S,NOR,10km,W,Bronze,01/12/2210
2006,Turin,Skiing,Cross Country S,NOR,10km,W,Silver,01/01/2211
2006,Turin,Skiing,Cross Country S,NOR,Combined 15 + 15km mass start,M,Silver,01/02/2211
2006,Turin,Skiing,Cross Country S,NOR,Team sprint,M,Silver,01/03/2211
2006,Turin,Skiing,Freestyle Ski.,NOR,moguls,W,Silver,01/04/2211
2006,Turin,Skiing,Nordic Combined,NOR,Individual,M,Bronze,01/05/2211
2006,Turin,Skiing,Nordic Combined,NOR,Individual sprint,M,Silver,01/06/2211
2006,Turin,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Bronze,01/07/2211
2006,Turin,Skiing,Ski Jumping,NOR,K120 team (90m),M,Bronze,01/08/2211
2006,Turin,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Bronze,01/09/2211
